"id","url","text","createdAt","author.profilePicture","retweetCount","replyCount","likeCount","quoteCount","viewCount","bookmarkCount","source","lang","isReply","isRetweet","isQuote","isPinned"
"1873208877564740074","https://x.com/nisxpov/status/1873208877564740074","@Jexxie_2211 @ahnrl_ @frinkzn_ @noungging sama lah, msib kan kepanjangan dari  ""magang dan studi independen bersertifikat"" alias magang &amp; stupen batch besok ga lanjut semuanya","Sun Dec 29 03:26:13 +0000 2024","https://pbs.twimg.com/profile_images/1737119751955161088/6YSe84Gd_normal.jpg","1","0","8","0","608","0","","in","true",,,"false"
"1872871117947285788","https://x.com/BANKBRI_ID/status/1872871117947285788","Hai, Sobat BRI. Mohon maaf atas ketidaknyamanan yang dialami. Kami informasikan untuk pengecekan status pencairan dan pengiriman dana program Magang dan Studi Independen Bersertifikat (MSIB) dapat konfirmasi secara langsung kepada pihak penyelenggara ya. BRI hanya sebagai penyalur dana, apabila dan sudah dicairkan, maka dana akan dikreditkan segera ke rekening Sobat BRI ya.

Sobat BRI, jangan bagikan data pribadi seperti PIN, OTP, atau password kepada siapa pun, termasuk yang mengatasnamakan BRI. Informasi lebih lanjut hubungi Contact BRI 1500017, Sabrina WhatsApp 0812 1214 017, atau akun resmi media sosial BRI yang terverifikasi. Tks~Arum","Sat Dec 28 05:04:05 +0000 2024","https://pbs.twimg.com/profile_images/2046795213285539840/K__WqiTG_normal.jpg","0","0","0","0","364","0","","in","true",,,"false"
"1866346602010480751","https://x.com/BANKBRI_ID/status/1866346602010480751","Hai, Sobat BRI. Mohon maaf atas ketidaknyamanan yang dialami. Kami informasikan untuk pengecekan status pencairan dan pengiriman dana program Magang dan Studi Independen Bersertifikat (MSIB) dapat konfirmasi secara langsung kepada pihak penyelenggara ya. BRI hanya sebagai penyalur dana, apabila dan sudah dicairkan, maka dana akan dikreditkan segera ke rekening Sobat BRI ya.

Sobat BRI, jangan bagikan data pribadi seperti PIN, OTP, atau password kepada siapa pun, termasuk yang mengatasnamakan BRI. Informasi lebih lanjut hubungi Contact BRI 1500017, Sabrina WhatsApp 0812 1214 017, atau akun resmi media sosial BRI yang terverifikasi. Tks~Arum","Tue Dec 10 04:57:59 +0000 2024","https://pbs.twimg.com/profile_images/2046795213285539840/K__WqiTG_normal.jpg","0","0","0","0","681","0","","in","true",,,"false"
"1863399244045979845","https://x.com/BANKBRI_ID/status/1863399244045979845","Hai, Sobat BRI. Kami informasikan untuk pengecekan status pencairan dan pengiriman dana program Magang dan Studi Independen Bersertifikat (MSIB) dapat konfirmasi secara langsung kepada pihak penyelenggara ya. BRI hanya sebagai penyalur dana, apabila dan sudah dicairkan, maka dana akan dikreditkan segera ke rekening Sobat BRI ya.

Sobat BRI, jangan bagikan data pribadi seperti PIN, OTP, atau password kepada siapa pun, termasuk yang mengatasnamakan BRI. Informasi lebih lanjut hubungi Contact BRI 1500017, Sabrina WhatsApp 0812 1214 017, atau akun resmi media sosial BRI yang terverifikasi. Tks~Fiza","Mon Dec 02 01:46:14 +0000 2024","https://pbs.twimg.com/profile_images/2046795213285539840/K__WqiTG_normal.jpg","0","1","0","0","687","0","","in","true",,,"false"
"1852178638495715520","https://x.com/UNAS1949/status/1852178638495715520","#WhatsOnUnas #UnasNews

Hai sobat unas, BPK UNAS menggelar Pembekalan dan Pelepasan Mahasiswa Program Magang dan Studi Independen Bersertifikat (MSIB) angkatan ke-7 pada Sabtu, (26/10) di Ruang Seminar Blok I, Kampus Pejaten. 

https://t.co/ObCeypI1Ie","Fri Nov 01 02:39:33 +0000 2024","https://pbs.twimg.com/profile_images/1940981302393810944/jfONFqqM_normal.jpg","0","0","1","0","338","0","","in","false",,,"false"
"1845996577804243066","https://x.com/klik_uad/status/1845996577804243066","Alhamdulillah, 183 Mahasiswa Universitas Ahmad Dahlan lolos seleksi program  Magang dan Studi Independen Bersertifikat (MSIB) angkatan 7 tahun 2024
-
Terima kasih atas doa dan dukungan seluruh keluarga besar Universitas Ahmad Dahlan 😊
-
#universitasahmaddahlan #uad #uadjogja #uadunggul #unggul #muhammadiyah #islamberkemajuan #msib2024 #kampusmerdeka #msib #kemdikbudristek","Tue Oct 15 01:14:15 +0000 2024","https://pbs.twimg.com/profile_images/1285766282785067009/gQs26d0d_normal.jpg","0","0","2","0","297","0","","in","false",,,"false"
"1839502639698198760","https://x.com/DishutKalteng/status/1839502639698198760","Program Magang dan Studi Independen Bersertifikat (MSIB) bertajuk “Jalan Mapan (Jelajah Hutan Masa Depan) Perhutanan Sosial Tahun 2024”

Lihat melalui link berikut ini 👇👇👇 #TikTok https://t.co/cfpK1LPKKt","Fri Sep 27 03:09:40 +0000 2024","https://pbs.twimg.com/profile_images/1825429225278779392/EDay9T0p_normal.png","0","0","3","0","107","0","","in","false",,,"false"
"1832026071266480424","https://x.com/VIVAcoid/status/1832026071266480424","Suasana kantor https://t.co/2yIsK5W7V4 hari ini berbeda dari biasanya, sebanyak 20 Mahasiswa Magang dan Studi Independen Bersertifikat (MSIB) angkatan 7 dari Program Kampus Merdeka hadir untuk memulai petualangan baru mereka di dunia industri media, Jumat, 6 September 2024

Program MSIB merupakan program persiapan karier yang komprehensif dan memberikan kesempatan bagi Mahasiswa untuk belajar di luar program studi dengan jaminan konversi SKS yang diakui perguruan tinggi.

Program ini berlangsung mulai 6 September 2024 hingga 31 Desember 2024 mendatang.

Dari total 20 peserta dari berbagai Perguruan Tinggi yang dinyatakan lolos seleksi di https://t.co/2yIsK5W7V4, 10 peserta menempati posisi Content Writer, 4 di Social Media, 4 sebagai Video Content Creator/Multimedia, dan 2 mahasiswa mengisi bidang Product/IT.

Baca selengkapnya disini
https://t.co/5TOrtP3Mtp","Fri Sep 06 12:00:27 +0000 2024","https://pbs.twimg.com/profile_images/2000516019941695488/VWvefabR_normal.jpg","0","0","1","0","804","0","","in","false",,,"false"
"1820389579058548767","https://x.com/Unair_Official/status/1820389579058548767","Halo Sobat Hebat! Kali ini yuk kita denger pengalaman dari para Ksatria Airlangga yang berhasil mengikuti Program Magang dan Studi Independen Bersertifikat (MSIB)🏢","Mon Aug 05 09:21:11 +0000 2024","https://pbs.twimg.com/profile_images/2028657566092550144/6jy-b_xr_normal.jpg","0","1","0","0","3192","0","","in","true",,,"false"
"1818479411416776968","https://x.com/Kemdikdasmen/status/1818479411416776968","@tikainptrsia @puslapdik Halo, Kak, terkait Magang dan Studi Independen Bersertifikat (MSIB), kami informasikan sebagai berikut:
1. ⁠Tanggal pembukaan pendaftaran mahasiswa: 26 April - 10 Juni 2024
2. Tanggal seleksi mahasiswa oleh mitra &amp; pengumuman: 21 Agustus - 4 September 2024 (1/2)","Wed Jul 31 02:50:52 +0000 2024","https://pbs.twimg.com/profile_images/1518794509811073024/W-5sAqpp_normal.jpg","0","0","0","0","1000","1","","in","true",,,"false"
