platform,program,dataset_group,source_keyword,youtube_query,dataset_start,dataset_end,video_id,video_url,video_title,video_description,video_channel_id,video_channel_title,video_published_at,video_view_count,video_like_count,video_comment_count,comment_id,comment_text,comment_author,comment_author_channel_id,comment_published_at,comment_updated_at,comment_like_count,is_reply,is_video_in_range,is_comment_in_range
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,vSwwEhPe2P8,https://www.youtube.com/watch?v=vSwwEhPe2P8,"Program Magang Nasional Dimulai, Bagaimana Dampaknya?","Kementerian Ketenagakerjaan RI resmi meluncurkan Program Pemagangan Nasional Batch I di Gedung Kemnaker, Jakarta, Senin (20/10/2025). Kepala Badan Perencanaan dan Pengembangan Kemnaker, Anwar Sanusi, menjelaskan bahwa sebanyak 15.876 peserta berhasil terserap. Dalam program magang tahap pertama itu juga mencatat keterlibatan 1.668 perusahaan dengan total kuota peserta yang diajukan mencapai 26.181 orang.",UCovqoUzPm9_s6mMt9OiWKpA,Harian Kompas,2025-10-21T12:31:15Z,2526,21,1,UgyfBk5LxahQRlafiEt4AaABAg,Apa ada magang khusus penyelesaian kuliah ?,@chairulsyamsuddin436,UCMOVnWX80vy1_tUKH_BOflg,2025-11-26T02:15:45Z,2025-11-26T02:15:45Z,0,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,UgyqLtuTBKZX5R705M14AaABAg,"kak kalo ga dapet email nya gimana ya,udah nunggu 4 hari ga ada akun yg dikirim di email. gimana ya solusi nya kak?",@equinoxss233,UCrRY9j-pffX014r575s-8Sw,2025-07-14T15:40:36Z,2025-07-14T15:40:36Z,0,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,UgxghMAXHOwlyC_WhRV4AaABAg,kk maaf izin bertanya di akun saya gak muncul sptjm nya knp ya kk,@annisatakiya-l4b,UCtOFL6tV7GOhQOueemFxm8w,2025-07-11T06:17:04Z,2025-07-11T06:17:04Z,0,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,Ugy8T1A5mOuODVfEZVB4AaABAg,"Mimin saya sudah melakukan pendaftaran aku tetapi tidak ada email akun untuk login yang di kirim ke saya itu kenapa yah?

Jadi saya tidak bisa membuka akun saya tetapidi sistem yg ad di prodi saya sudah di setujui",@hendrimarwan_0794,UCUVEfqz36n_yNaA_YeAcDdw,2025-07-10T10:43:05Z,2025-07-10T10:47:19Z,0,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,UgzueebN9KiIQnYDWsl4AaABAg,username password dapat darimana? kan pas register kita ga da buat,@mneumoengine,UCeu2NJYX7dJMNuLqCvKLseQ,2025-07-09T13:11:14Z,2025-07-09T13:11:14Z,1,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,UgwnHyd75538XTZwBBJ4AaABAg,"kak izin tanya kalo kita udah daftar pake nomer yang baru di akun magang berdampak, tapi di pdfnya muncul nomer yang lama gimana cara menggantinya ya",@fthiaas,UC1DnJ6Sq2-qGTyH0OUeYc9g,2025-07-09T01:54:18Z,2025-07-09T01:54:18Z,0,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,UgyvUrxeeFMh-0Jy2dt4AaABAg,"Kak ketika waktu saya selesai daftar,mau log in malah ""log in tidak dikenali"" gimana itu mohon pencerahan nya",@Sadambdib,UCmFesHe7Uw0Ss4S1By3yagw,2025-07-08T07:51:22Z,2025-07-08T07:51:29Z,0,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,UgyV7j6eLhOPJskI5iB4AaABAg,"Kak penyimpanan email saya penuh, ada kemungkinan pas di kirim username dan passwordnya nggak kekirim, gimana yaa??",@MSalmanAbimanyuSFatah,UCbgdItl-154GV6QCEdIEvdQ,2025-07-07T10:41:14Z,2025-07-07T10:41:14Z,1,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,Ugympke7FyL_JrmKfPl4AaABAg,Bates buat akun sampai kapan ya dan apakah setiap kampus mewajibkan saya blm buat karena tidak ada lowongan untuk D3 mohon jawabannya guys?,@ulungwijayanto2724,UCxxhh1jnBq5DdSuxWEtdV0A,2025-07-05T16:47:40Z,2025-07-05T16:47:40Z,0,false,true,true
youtube,Magang Berdampak,Magang_Berdampak_awal,Magang Berdampak,Magang Berdampak,2025-06-16T00:00:00Z,2026-06-23T23:59:59Z,FahlH6zZey4,https://www.youtube.com/watch?v=FahlH6zZey4,Cara Daftar Magang Berdampak I Daftar Akunnya,"Cara dan syarat untuk daftar dalam program magang berdampak dari Diktisaintek Berdampak tentu saja menjadi salah satu informasi terbaru yang banyak menjadi pilihan bagi mahasiswa yang akan ikut serta dalam magang. Alasannya karena magang mahasiswa ini sendiri selain gratis kalian juga banyak mendaapatkan benefit ataupun keuntungan lho ya.

Maka atas dasar itulah dalam kesempatan kali ini secara lengkap SahabatJuara dari channel @ArenaLomba akan membagikan tutorial dalam proses pembuatan akun untuk daftar dalam program magang berdampak dari awal sampai akhir agar diterima oleh mitra. Semoga saja berguna bagi kalian ya #magangberdampak #magangmahasiswa #mahasiswamagang",UCmHy3R5hJNA7qtOh6u2KSVQ,Arena Lomba,2025-06-29T12:00:32Z,6926,71,52,UgyfftCuYXXlurOm_gp4AaABAg,"kak izin tanya ini magang untuk semester berapa ya kak, saya semester 4 mau ke 5. sudah UAS dan terima nilai.tapi pas saya tulis yang sudah di tempuh 4 gak  bisa kedaftar kak. padahal sudah pencet berkali2",@lilanannisasugiyantoxla522,UCSPK0WtMJ00IDziFsSQEj5w,2025-07-05T12:33:28Z,2025-07-05T12:33:28Z,0,false,true,true
